"jmdict_seq","kanji","kana","waller_definition","origin","original"
1159980,"医者","いしゃ","medical doctor","waller",
1157070,,"いす","chair","waller",
1519290,"忙しい","いそがしい","busy, irritated","waller",
1432680,"痛い","いたい","painful","waller",
1160790,"一","いち","one","waller",
1576260,"一日","いちにち","first of the month","waller",
1165970,,"いちばん","best, first","waller",
1188760,"何時","いつ","when","waller",
1268570,"五日","いつか","five days, fifth day","waller",
1163400,"一緒","いっしょ","together","waller",
1268070,"五つ","いつつ","five","waller",
1188890,,"いつも","always","waller",
1258330,"犬","いぬ","dog","waller",
1288850,"今","いま","now","waller",
1156800,"意味","いみ","meaning","waller",
1524590,"妹","いもうと","(humble) younger sister","waller",
1587610,"嫌","いや","unpleasant","waller",
1582820,"入口","いりぐち","entrance","waller",
1577980,"居る","いる","to be, to have (used for people and animals)","waller",
1546640,"要る","いる","to need","waller",
1465610,"入れる","いれる","to put in","waller",
1357600,"色","いろ","colour","waller",
1587850,,"いろいろ","various","waller",
1352130,"上","うえ","on top of","waller",
1269410,"後ろ","うしろ","behind","waller",
1475480,"薄い","うすい","thin,weak","waller",
1193180,"歌","うた","song","waller",
1588120,"歌う","うたう","to sing","waller",
1378690,"生まれる","うまれる","to be born","waller",
1201190,"海","うみ","sea","waller",
1473950,"売る","うる","to sell","waller",
1481920,"煩い","うるさい","noisy, annoying","waller",
1580340,"上着","うわぎ","jacket","waller",
1202270,"絵","え","picture","waller",
1173720,"映画","えいが","movie","waller",
1173750,"映画館","えいがかん","cinema","waller",
1174420,"英語","えいご","English language","waller",
1001140,,"ええ","yes","waller",
1175140,"駅","えき","station","waller",
1030630,,"エレベーター","elevator","waller",
1178590,"鉛筆","えんぴつ","pencil","waller",
1486650,,"おいしい","delicious","waller",
1407460,"多い","おおい","many","waller",
1588880,"大きい","おおきい","big","waller",
1412890,"大きな","おおきな","big","waller",
1414220,"大勢","おおぜい","great number of people","waller",
1002650,"お母さん","おかあさん","(honorable) mother","waller",
1001710,"お菓子","おかし","sweets, candy","waller",
1001820,"お金","おかね","money","waller",
1223640,"起きる","おきる","to get up","waller",
1421850,"置く","おく","to put","waller",
1179330,"奥さん","おくさん","(honorable) wife","waller",
1329015,"お酒","おさけ","alcohol, rice wine","waller",
1299685,"お皿","おさら","plate, dish","waller",
1002320,,"おじいさん","grandfather, male senior citizen","waller",
1236900,"教える","おしえる","to teach, to tell","waller",
2261490,,"おじさん","uncle, middle aged gentleman","waller",
1180470,"押す","おす","to push, to stamp something","waller",
1421970,"遅い","おそい","late, slow","waller",
1002430,"お茶","おちゃ","green tea","waller",
1002100,"お手洗い","おてあらい","bathroom","waller",
1002590,"お父さん","おとうさん","(honorable) father","waller",
1581930,"弟","おとうと","younger brother","waller",
1419990,"男","おとこ","Man","waller",
1420010,"男の子","おとこのこ","Boy","waller",
1576050,"一昨日","おととい","day before yesterday","waller",
1576060,"一昨年","おととし","year before last","waller",
1414170,"大人","おとな","Adult","waller",
1002610,,"おなか","stomach","waller",
1451750,"同じ","おなじ","same","waller",
1001830,"お兄さん","おにいさん","(honorable) older brother","waller",
1001990,"お姉さん","おねえさん","(honorable) older sister","waller",
1002330,,"おばあさん","grandmother, female senior-citizen","waller",
2261500,"伯母さん","おばさん","Aunt","waller",
2220600,"お風呂","おふろ","Bath","waller",
1513065,"お弁当","おべんとう","boxed lunch","waller",
1206050,"覚える","おぼえる","to remember","waller",
1002120,,"おまわりさん","friendly term for policeman","waller",
1335750,"重い","おもい","Heavy","waller",
1533580,,"おもしろい","Interesting","waller",
1174340,"泳ぐ","およぐ","to swim","waller",
1589500,"降りる","おりる","to get off, to descend","waller",
1589600,"終る","おわる","to finish","waller",
1183720,"音楽","おんがく","Music","waller",
1344930,"女","おんな","Woman","waller",
1344970,"女の子","おんなのこ","Girl","waller",
1203620,"外国","がいこく","foreign country","waller",
1203650,"外国人","がいこくじん","Foreigner","waller",
1198550,"会社","かいしゃ","Company","waller",
1203090,"階段","かいだん","Stairs","waller",
1589730,"買い物","かいもの","Shopping","waller",
1473740,"買う","かう","to buy","waller",
1512130,"返す","かえす","to return something","waller",
1221270,"帰る","かえる","to go back","waller",
1207590,"掛かる","かかる","to take time or money","waller",
1260490,"鍵","かぎ","Key","waller",
1343950,"書く","かく","to write","waller",
1206900,"学生","がくせい","Student","waller",
1207610,"掛ける","かける","to call by phone","waller",
1301940,"傘","かさ","Umbrella","waller",
1411160,"貸す","かす","to lend","waller",
1499720,"風","かぜ","Wind","waller",
1583720,"風邪","かぜ","a cold","waller",
1192150,"家族","かぞく","Family","waller",
1516925,"方","かた","person, way of doing","waller",
1206730,"学校","がっこう","School","waller",
1037670,,"カップ","Cup","waller",
1192280,"家庭","かてい","Household","waller",
1206110,"角","かど","a corner","waller",
1208910,"鞄","かばん","bag, basket","waller",
1194870,"花瓶","かびん","a vase","waller",
1311530,"紙","かみ","paper","waller",
1038350,,"カメラ","camera","waller",
1194290,"火曜日","かようび","Tuesday","waller",
1365850,"辛い","からい","Spicy","waller",
1409140,"体","からだ","Body","waller",
1323560,"借りる","かりる","to borrow","waller",
1252560,"軽い","かるい","Light","waller",
1039140,,"カレー","Curry","waller",
1039220,,"カレンダー","calendar","waller",
1390020,"川","かわ","River","waller",
1390020,"河","かわ","River","waller",
1577200,,"かわいい","Cute","waller",
1213170,"漢字","かんじ","Chinese character","waller",
1534520,"木","き","tree, wood","waller",
1576760,"黄色","きいろ","yellow","waller",
1182030,"黄色い","きいろい","yellow","waller",
1350040,"消える","きえる","to disappear","waller",
1591110,"聞く","きく","to hear, to listen to, to ask","waller",
1520670,"北","きた","North","waller",
1042820,,"ギター","Guitar","waller",
1178940,"汚い","きたない","Dirty","waller",
1226440,"喫茶店","きっさてん","coffee lounge","waller",
1385070,"切手","きって","postage stamp","waller",
1385170,"切符","きっぷ","Ticket","waller",
1579260,"昨日","きのう","Yesterday","waller",
1578150,"九","きゅう","Nine","waller",
1578150,"九","く","Nine","waller",
1231580,"牛肉","ぎゅうにく","Beef","waller",
1231590,"牛乳","ぎゅうにゅう","Milk","waller",
1579110,"今日","きょう","Today","waller",
1237150,"教室","きょうしつ","Classroom","waller",
1249960,"兄弟","きょうだい","(humble) siblings","waller",
1231690,"去年","きょねん","last year","waller",
1257240,"嫌い","きらい","Hate","waller",
1384830,"切る","きる","to cut","waller",
1423000,"着る","きる","to put on from the shoulders down","waller",
1591900,,"きれい","pretty, clean","waller",
1042610,,"キロ","Kilogram","waller",
1042620,,"キログラム","Kilogram","waller",
1042650,,"キロメートル","Kilometer","waller",
1243490,"銀行","ぎんこう","Bank","waller",
1243320,"金曜日","きんようび","Friday","waller",
1538160,"薬","くすり","medicine","waller",
1184270,,"ください","Please","waller",
1193060,"果物","くだもの","Fruit","waller",
1275640,"口","くち","mouth, opening","waller",
1246700,"靴","くつ","Shoes","waller",
1246740,"靴下","くつした","Socks","waller",
1592250,"国","くに","Country","waller",
1592340,"曇り","くもり","cloudy weather","waller",
1457560,"曇る","くもる","to become cloudy, to become dim","waller",
1154330,"暗い","くらい","Gloomy","waller",
1044070,,"クラス","Class","waller",
1046810,,"グラム","Gram","waller",
1547720,"来る","くる","to come","waller",
1323080,"車","くるま","car, vehicle","waller",
1287410,"黒","くろ","Black","waller",
1287420,"黒い","くろい","black","waller",
1252330,"警官","けいかん","policeman","waller",
1579100,"今朝","けさ","this morning","waller",
1350110,"消す","けす","to erase, to turn off power","waller",
1254760,"結構","けっこう","splendid, enough","waller",
1254790,"結婚","けっこん","Marriage","waller",
1255890,"月曜日","げつようび","Monday","waller",
1263400,"玄関","げんかん","entry hall","waller",
1260720,"元気","げんき","health, vitality","waller",
1268060,"五","ご","Five","waller",
1273270,"公園","こうえん","Park","waller",
1592970,"交差点","こうさてん","intersection","waller",
1280770,"紅茶","こうちゃ","black tea","waller",
1272500,"交番","こうばん","police box","waller",
1380440,"声","こえ","Voice","waller",
1049000,,"コート","coat, tennis court","waller",
1049180,,"コーヒー","Coffee","waller",
1288810,"此処","ここ","Here","waller",
1268990,"午後","ごご","afternoon","waller",
1243850,"九日","ここのか","nine days, ninth day","waller",
1243600,"九つ","ここのつ","Nine","waller",
1269060,"午前","ごぜん","morning","waller",
1449540,"答える","こたえる","to answer","waller",
1004500,,"こちら","this person or way","waller",
1004500,"此方","こっち","this person or way","waller",
2846389,,"コップ","a glass","waller",
1579130,"今年","ことし","this year","waller",
1264540,"言葉","ことば","word, language","waller",
1307850,"子供","こども","Child","waller",
1582920,"此の","この","This","waller",
1270590,"御飯","ごはん","cooked rice, meal","waller",
1050590,,"コピー","to copy","waller",
1289590,"困る","こまる","to be worried","waller",
2216120,,"これ","This","waller",
1289100,"今月","こんげつ","this month","waller",
1289220,"今週","こんしゅう","this week","waller",
1004880,,"こんな","Such","waller",
1289470,"今晩","こんばん","this evening","waller",
1005110,,"さあ","well…","waller",
1296970,"財布","さいふ","Wallet","waller",
1578010,"魚","さかな","Fish","waller",
1387210,"先","さき","the future, previous","waller",
1297210,"咲く","さく","to bloom","waller",
1297960,"作文","さくぶん","composition, writing","waller",
1291330,"差す","さす","to stretch out hands, to raise an umbrella","waller",
1299400,"雑誌","ざっし","Magazine","waller",
1291600,"砂糖","さとう","Sugar","waller",
1210360,"寒い","さむい","Cold","waller",
1293660,"さ来年","さらいねん","year after next","waller",
1579350,"三","さん","Three","waller",
1303620,"散歩","さんぽ","to stroll","waller",
1579470,"四","し","Four","waller",
1579470,"四","よん","Four","waller",
1576630,"塩","しお","Salt","waller",
1505990,"然し","しかし","However","waller",
1315920,"時間","じかん","Time","waller",
1304970,"仕事","しごと","Job","waller",
1318970,"辞書","じしょ","Dictionary","waller",
1381820,"静か","しずか","Quiet","waller",
1184140,"下","した","Below","waller",
1319210,"七","しち","Seven","waller",
1319210,"七","なな","Seven","waller",
1320760,"質問","しつもん","Question","waller",
1318290,"自転車","じてんしゃ","Bicycle","waller",
1318400,"自動車","じどうしゃ","Automobile","waller",
1310730,"死ぬ","しぬ","to die","waller",
1315140,"字引","じびき","Dictionary","waller",
1318610,"自分","じぶん","Oneself","waller",
1436560,"閉まる","しまる","to close, to be closed","waller",
1508590,"閉める","しめる","to close something","waller",
1436570,"締める","しめる","to tie","waller",
1005900,,"じゃ","well then…","waller",
1005900,,"じゃあ","well then…","waller",
1321900,"写真","しゃしん","photograph","waller",
1061520,,"シャツ","Shirt","waller",
1061820,,"シャワー","Shower","waller",
1579840,"十","じゅう","Ten","waller",
1579840,"十","とお","Ten","waller",
1330290,"授業","じゅぎょう","lesson, class work","waller",
1337270,"宿題","しゅくだい","homework","waller",
1353320,"上手","じょうず","Skillful","waller",
1580480,"丈夫","じょうぶ","strong, durable","waller",
1595020,,"しょうゆ","soy sauce","waller",
1358550,"食堂","しょくどう","dining hall","waller",
1420470,"知る","しる","to know","waller",
1474900,"白","しろ","White","waller",
1474910,"白い","しろい","White","waller",
1362360,"新聞","しんぶん","newspaper","waller",
1372190,"水曜日","すいようび","Wednesday","waller",
1228260,"吸う","すう","to smoke, to suck","waller",
1067470,,"スカート","Skirt","waller",
1277450,"好き","すき","Likeable","waller",
1348910,"少ない","すくない","a few","waller",
1430620,,"すぐに","Instantly","waller",
1348870,"少し","すこし","Few","waller",
1554370,"涼しい","すずしい","Refreshing","waller",
1070790,,"ストーブ","Heater","waller",
1072590,,"スプーン","Spoon","waller",
1073210,,"スポーツ","Sport","waller",
1074260,,"ズボン","Trousers","waller",
1334040,"住む","すむ","to live in","waller",
1073900,,"スリッパ","Slippers","waller",
1157170,"為る","する","to do","waller",
1291800,"座る","すわる","to sit","waller",
2147990,"背","せ","height, stature","waller",
1379380,"生徒","せいと","Pupil","waller",
1074270,,"セーター","sweater, jumper","waller",
1382590,"石鹸","せっけん","Economy","waller",
1472740,"背広","せびろ","business suit","waller",
1237680,"狭い","せまい","Narrow","waller",
2839962,,"ゼロ","Zero","waller",
1388740,"千","せん","Thousand","waller",
1387500,"先月","せんげつ","last month","waller",
1387870,"先週","せんしゅう","last week","waller",
1387990,"先生","せんせい","teacher, doctor","waller",
1390980,"洗濯","せんたく","Washing","waller",
1396130,"全部","ぜんぶ","All","waller",
1399790,"掃除","そうじ","to clean, to sweep","waller",
1612860,,"そうして","And","waller",
1006730,,"そして","And","waller",
1006670,"其処","そこ","that place","waller",
1006780,,"そちら","over there","waller",
1006780,,"そっち","over there","waller",
1203250,"外","そと","Outside","waller",
1006830,"其の","その","That","waller",
1403830,"側","そば","near, beside","waller",
1245290,"空","そら","Sky","waller",
2216210,,"それ","that","waller",
1006980,,"それから","after that","waller",
1406050,,"それでは","in that situation","waller",
1413240,"大学","だいがく","university","waller",
1413890,"大使館","たいしかん","embassy","waller",
1414150,"大丈夫","だいじょうぶ","all right","waller",
1413660,"大好き","だいすき","to be very likeable","waller",
1414340,"大切","たいせつ","important","waller",
1412640,"台所","だいどころ","kitchen","waller",
1415000,"大変","たいへん","difficult situation","waller",
1283190,"高い","たかい","tall, expensive","waller",
1415870,,"たくさん","many","waller",
1076190,,"タクシー","taxi","waller",
1338180,"出す","だす","to put out","waller",
1597040,"立つ","たつ","to stand","waller",
1335640,"縦","たて","length,height","waller",
1257540,"建物","たてもの","building","waller",
1207240,"楽しい","たのしい","enjoyable","waller",
1548370,"頼む","たのむ","to ask","waller",
1597150,,"たばこ","tobacco,cigarettes","waller",
1407980,"多分","たぶん","probably","waller",
1358340,"食べ物","たべもの","food","waller",
1358280,"食べる","たべる","to eat","waller",
1549140,"卵","たまご","egg","waller",
1416830,"誰","だれ","who","waller",
1416840,"誰か","だれか","somebody","waller",
1419110,"誕生日","たんじょうび","birthday","waller",
2546180,,"だんだん","gradually","waller",
1347750,"小さい","ちいさい","little","waller",
2136180,"小さな","ちいさな","little","waller",
1242130,"近い","ちかい","near","waller",
1158880,"違う","ちがう","to differ","waller",
1242160,"近く","ちかく","near","waller",
1420900,"地下鉄","ちかてつ","underground train","waller",
1421290,"地図","ちず","map","waller",
1422720,"茶色","ちゃいろ","brown","waller",
1597530,,"ちゃわん","rice bowl","waller",
1427340,"丁度","ちょうど","exactly","waller",
1163940,,"ちょっと","somewhat","waller",
2225040,"一日","ついたち","first of month","waller",
1305990,"使う","つかう","to use","waller",
1483740,"疲れる","つかれる","to get tired","waller",
1316380,"次","つぎ","next","waller",
1422970,"着く","つく","to arrive at","waller",
1220210,"机","つくえ","desk","waller",
1597890,"作る","つくる","to make","waller",
1495770,"付ける","つける","to turn on","waller",
1240825,"勤める","つとめる","to work for someone","waller",
1008190,,"つまらない","boring","waller",
1556730,"冷たい","つめたい","cold to the touch","waller",
1236070,"強い","つよい","powerful","waller",
1327190,"手","て","hand","waller",
1078750,,"テープ","tape","waller",
1078630,,"テーブル","table","waller",
1078810,,"テープレコーダー","tape recorder","waller",
1598550,"出かける","でかける","to go out","waller",
1327720,"手紙","てがみ","letter","waller",
1340450,"出来る","できる","to be able to","waller",
1338850,"出口","でぐち","exit","waller",
1079760,,"テスト","test","waller",
1008450,,"では","with that...","waller",
1083590,,"デパート","department store","waller",
1008460,,"でも","but","waller",
1338240,"出る","でる","to appear,to leave","waller",
1080510,,"テレビ","television","waller",
1438690,"天気","てんき","weather","waller",
1443000,"電気","でんき","electricity,electric light","waller",
1443530,"電車","でんしゃ","electric train","waller",
1443840,"電話","でんわ","telephone","waller",
1266970,"戸","と","Japanese style door","waller",
1087820,,"ドア","Western style door","waller",
1084810,,"トイレ","toilet","waller",
1008910,"如何","どう","how,in what way","waller",
1466940,,"どうして","for what reason","waller",
1189130,,"どうぞ","please","waller",
1451470,"動物","どうぶつ","animal","waller",
1009000,,"どうも","thanks","waller",
1177800,"遠い","とおい","far","waller",
1335000,"十日","とおか","ten days,the tenth day","waller",
1598680,"時々","ときどき","sometimes","waller",
1316140,"時計","とけい","watch,clock","waller",
1577140,,"どこ","where","waller",
1343100,"所","ところ","place","waller",
1468060,"年","とし","year","waller",
1370420,"図書館","としょかん","library","waller",
1189360,,"どちら","which of two","waller",
1189360,,"どっち","which","waller",
1008630,,"とても","very","waller",
1189370,,"どなた","who","waller",
1555830,"隣","となり","next door to","waller",
1920240,"何の","どの","which","waller",
1429700,"飛ぶ","とぶ","to fly,to hop","waller",
1310620,"止まる","とまる","to come to a halt","waller",
1540170,"友達","ともだち","friend","waller",
1445590,"土曜日","どようび","Saturday","waller",
1430250,"鳥","とり","bird","waller",
1253020,"とり肉","とりにく","chicken meat","waller",
1326980,"取る","とる","to take something","waller",
1298790,"撮る","とる","to take a photo or record a film","waller",
1009290,,"どれ","which (of three or more)","waller",
1089890,,"ナイフ","knife","waller",
1423310,"中","なか","middle","waller",
1429750,"長い","ながい","long","waller",
1532870,"鳴く","なく","animal noise. to chirp, roar or croak etc.","waller",
1529530,"無くす","なくす","to lose something","waller",
1577120,,"なぜ","why","waller",
1191320,"夏","なつ","summer","waller",
1191420,"夏休み","なつやすみ","summer holiday","waller",
1582300,,"など","et cetera","waller",
1319220,"七つ","ななつ","seven","waller",
1579630,"七日","なのか","seven days,the seventh day","waller",
1531710,"名前","なまえ","name","waller",
1333070,"習う","ならう","to learn","waller",
1508380,"並ぶ","ならぶ","to line up,to stand in a line","waller",
1508390,"並べる","ならべる","to line up,to set up","waller",
2138260,,"なる","to become","waller",
2846738,"何","なん","what","waller",
1577100,"何","なに","what","waller",
1461140,"二","に","two","waller",
1463480,"賑やか","にぎやか","bustling,busy","waller",
1463520,"肉","にく","meat","waller",
1380840,"西","にし","west","waller",
1464900,"日曜日","にちようび","Sunday","waller",
1195430,"荷物","にもつ","luggage","waller",
1091500,,"ニュース","news","waller",
1436130,"庭","にわ","garden","waller",
1416400,"脱ぐ","ぬぐ","to take off clothes","waller",
1183300,"温い","ぬるい","luke warm","waller",
1092820,,"ネクタイ","tie,necktie","waller",
1467640,"猫","ねこ","cat","waller",
1360010,"寝る","ねる","to go to bed,to sleep","waller",
1093450,,"ノート","notebook,exercise book","waller",
1352570,"登る","のぼる","to climb","waller",
1600430,"飲み物","のみもの","a drink","waller",
1169870,"飲む","のむ","to drink","waller",
1355120,"乗る","のる","to get on,to ride","waller",
1313000,"歯","は","tooth","waller",
1100760,,"パーティー","party","waller",
1010080,,"はい","yes","waller",
1201940,"灰皿","はいざら","ashtray","waller",
1465590,"入る","はいる","to enter,to contain","waller",
1546590,"葉書","はがき","postcard","waller",
1607260,"履く","はく","to wear,to put on trousers","waller",
1585650,"箱","はこ","box","waller",
1237410,"橋","はし","bridge","waller",
1476410,"箸","はし","chopsticks","waller",
1307500,"始まる","はじまる","to begin","waller",
1342540,"初め","はじめ","beginning","waller",
1342540,"始め","はじめ","beginning","waller",
1342550,"初めて","はじめて","for the first time","waller",
1402540,"走る","はしる","to run","waller",
1098390,,"バス","bus","waller",
1098620,,"バター","butter","waller",
1600790,"二十歳","はたち","20 years old,20th year","waller",
1451150,"働く","はたらく","to work","waller",
1583090,"八","はち","eight","waller",
1600850,"二十日","はつか","twenty days,twentieth","waller",
1194500,"花","はな","flower","waller",
1486720,"鼻","はな","nose","waller",
1600900,"話","はなし","talk,story","waller",
1562350,"話す","はなす","to speak","waller",
1404975,"早い","はやい","early","waller",
1404975,"速い","はやい","quick","waller",
1341000,"春","はる","spring","waller",
1427900,"貼る","はる","to stick","waller",
1376460,"晴れ","はれ","clear weather","waller",
1376470,"晴れる","はれる","to be sunny","waller",
1478750,"半","はん","half","waller",
1482110,"晩","ばん","evening","waller",
1103090,,"パン","bread","waller",
1096420,,"ハンカチ","handkerchief","waller",
1482290,"番号","ばんごう","number","waller",
1601340,"晩御飯","ばんごはん","evening meal","waller",
1479890,"半分","はんぶん","half minute","waller",
1447440,"東","ひがし","east","waller",
1169250,"引く","ひく","to pull","waller",
1419370,"弾く","ひく","to play an instrument with strings, including piano","waller",
1434180,"低い","ひくい","short,low","waller",
1485470,"飛行機","ひこうき","aeroplane","waller",
1290800,"左","ひだり","left hand side","waller",
1580640,"人","ひと","person","waller",
1160820,"一つ","ひとつ","one","waller",
1162130,"一月","ひとつき","one month","waller",
1576150,"一人","ひとり","one person","waller",
1577280,"暇","ひま","free time","waller",
1488000,"百","ひゃく","hundred","waller",
1490220,"病院","びょういん","hospital","waller",
1490230,"病気","びょうき","illness","waller",
1426250,"昼","ひる","noon, daytime","waller",
1602340,"昼御飯","ひるごはん","midday meal","waller",
1278410,"広い","ひろい","spacious,wide","waller",
1109380,,"フィルム","roll of film","waller",
1499690,"封筒","ふうとう","envelope","waller",
1115150,,"プール","swimming pool","waller",
1110110,,"フォーク","fork","waller",
1370760,"吹く","ふく","to blow","waller",
1500940,"服","ふく","clothes","waller",
1461160,"二つ","ふたつ","two","waller",
1457440,"豚肉","ぶたにく","pork","waller",
1582670,"二人","ふたり","two people","waller",
1462900,"二日","ふつか","two days, second day of the month","waller",
1408180,"太い","ふとい","fat","waller",
1446070,"冬","ふゆ","winter","waller",
1282790,"降る","ふる","to fall, e.g. rain or snow","waller",
1265070,"古い","ふるい","old (not used for people)","waller",
1500100,"風呂","ふろ","bath","waller",
1505470,"文章","ぶんしょう","sentence,text","waller",
1120410,,"ページ","page","waller",
1185200,"下手","へた","unskillful","waller",
1119650,,"ベッド","bed","waller",
1120990,,"ペット","pet","waller",
1499320,"部屋","へや","room","waller",
1512070,"辺","へん","area","waller",
1121380,,"ペン","pen","waller",
1512670,"勉強","べんきょう","to study","waller",
1512610,"便利","べんり","useful, convenient","waller",
1519170,"帽子","ぼうし","hat","waller",
1123590,,"ボールペン","ball-point pen","waller",
1203260,,"ほか","other, the rest","waller",
1124970,,"ポケット","pocket","waller",
1547330,"欲しい","ほしい","want","waller",
1125150,,"ポスト","post","waller",
1295510,"細い","ほそい","thin","waller",
1182880,,"ボタン","button","waller",
1122650,,"ホテル","hotel","waller",
1522150,"本","ほん","book","waller",
1522980,"本棚","ほんだな","bookshelves","waller",
1523060,"本当","ほんとう","truth","waller",
1524700,"毎朝","まいあさ","every morning","waller",
1584350,"毎月","まいげつ","every month","waller",
1584350,"毎月","まいつき","every month","waller",
1524690,"毎週","まいしゅう","every week","waller",
1524720,"毎日","まいにち","every day","waller",
1584360,"毎年","まいねん","every year","waller",
1584360,"毎年","まいとし","every year","waller",
1524730,"毎晩","まいばん","every night","waller",
1392580,"前","まえ","before","waller",
1239730,"曲る","まがる","to turn,to bend","waller",
1495000,"不味い","まずい","unpleasant","waller",
1524930,"又","また","again,and","waller",
1527110,,"まだ","yet,still","waller",
1603990,"町","まち","town,city","waller",
1410590,"待つ","まつ","to wait","waller",
1580600,,"まっすぐ","straight ahead,direct","waller",
2784220,,"マッチ","match","waller",
1401400,"窓","まど","window","waller",
1604230,"丸い","まるい","round,circular","waller",
1604230,"円い","まるい","round,circular","waller",
1584460,"万","まん","ten thousand","waller",
1526360,"万年筆","まんねんひつ","fountain pen","waller",
1523940,"磨く","みがく","to brush teeth, to polish","waller",
1171010,"右","みぎ","right side","waller",
1418620,"短い","みじかい","short","waller",
1371260,"水","みず","water","waller",
1582120,"店","みせ","shop","waller",
1259210,"見せる","みせる","to show","waller",
1454080,"道","みち","street","waller",
1301330,"三日","みっか","three days, third day of the month","waller",
1299740,"三つ","みっつ","three","waller",
1555300,"緑","みどり","green","waller",
1202170,"皆さん","みなさん","everyone","waller",
1459870,"南","みなみ","south","waller",
1317170,"耳","みみ","ear","waller",
1259290,"見る","みる","to see, to watch","waller",
1259290,"観る","みる","to see, to watch","waller",
1202150,,"みんな","everyone","waller",
1561470,"六日","むいか","six days, sixth day of the month","waller",
1277140,"向こう","むこう","over there","waller",
1460850,"難しい","むずかしい","difficult","waller",
1585315,"六つ","むっつ","six","waller",
1406820,"村","むら","village","waller",
1604890,"目","め","eye","waller",
1132570,,"メートル","metre","waller",
1577670,"眼鏡","めがね","glasses","waller",
1012480,,"もう","already","waller",
2005860,"もう一度","もういちど","again","waller",
1534890,"木曜日","もくようび","Thursday","waller",
1315720,"持つ","もつ","to hold","waller",
1012620,,"もっと","more","waller",
1502390,"物","もの","thing","waller",
1584800,"門","もん","gate","waller",
1536010,"問題","もんだい","problem","waller",
1476960,"八百屋","やおや","greengrocer","waller",
1537370,"野菜","やさい","vegetable","waller",
1157000,"易しい","やさしい","easy, simple","waller",
1153670,"安い","やすい","cheap","waller",
1227500,"休み","やすみ","rest,holiday","waller",
1227560,"休む","やすむ","to rest","waller",
1583095,"八つ","やっつ","eight","waller",
1302680,"山","やま","mountain","waller",
1012980,"遣る","やる","to do","waller",
1542790,"夕方","ゆうがた","evening","waller",
1584910,"夕飯","ゆうはん","dinner","waller",
1542430,"郵便局","ゆうびんきょく","post office","waller",
1542640,"昨夜","ゆうべ","last night","waller",
1541620,"有名","ゆうめい","famous","waller",
1386500,"雪","ゆき","snow","waller",
1578850,"行く","ゆく","to go","waller",
1013050,,"ゆっくり","slowly","waller",
1476920,"八日","ようか","eight days, eighth day of the month","waller",
1546020,"洋服","ようふく","western-style clothes","waller",
1605870,"良く","よく","often, well","waller",
1180570,"横","よこ","beside,side,width","waller",
1307320,"四日","よっか","four days, fouth day of the month","waller",
1307040,"四つ","よっつ","four","waller",
1266440,"呼ぶ","よぶ","to call out,to invite","waller",
1456360,"読む","よむ","to read","waller",
1536350,"夜","よる","evening,night","waller",
1324520,"弱い","よわい","weak","waller",
1547900,"来月","らいげつ","next month","waller",
1548010,"来週","らいしゅう","next week","waller",
1548220,"来年","らいねん","next year","waller",
1138860,,"ラジオ","radio","waller",
1138960,,"ラジカセ","radio cassette player","waller",
1138900,,"ラジオカセット","radio cassette player","waller",
1551790,"立派","りっぱ","splendid","waller",
1552750,"留学生","りゅうがくせい","overseas student","waller",
1602710,"両親","りょうしん","both parents","waller",
